number_of_vehicles,number_of_casualties,day_of_week,time,local_authority_district,speed_limit,junction_detail,pedestrian_crossing_physical_facilities,light_conditions,road_surface_conditions,urban_or_rural_area,sex_of_casualty,age_band_of_casualty,casualty_severity,casualty_home_area_type,casualty_imd_decile,Year,Month,Day,wind_conditions,weather_conditions_Fine,weather_conditions_Fog or mist,weather_conditions_Other,weather_conditions_Raining,weather_conditions_Snowing,casualty_type_Car driver,casualty_type_Car front seat passenger,casualty_type_Car rear seat passenger,casualty_type_Cyclist,casualty_type_Goods vehicle driver,casualty_type_Goods vehicle passenger,casualty_type_Motorcycle passenger,casualty_type_Motorcycle rider,casualty_type_Other vehicle occupant,casualty_type_Pedestrian,casualty_type_Public transport driver,casualty_type_Public transport passenger
2,2,3,14,2,60,0,0,0,0,1,1,7,0,0,4,2018,3,8,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,3,9,2,30,0,0,0,0,0,1,5,0,0,5,2018,12,20,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,3,9,2,30,0,0,0,0,0,1,5,0,0,5,2018,12,20,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,18,2,30,0,0,1,0,0,1,8,0,0,3,2021,10,4,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,1,18,3,30,0,0,0,0,0,0,2,1,1,0,2019,7,9,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2,1,18,3,40,0,0,0,1,0,0,4,0,0,3,2020,7,7,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1,2,1,18,3,40,0,0,0,1,0,0,4,0,0,3,2020,7,7,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,5,15,0,30,0,0,0,0,0,1,5,0,0,3,2020,12,19,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,1,19,2,60,1,0,2,1,1,0,7,1,0,1,2020,2,4,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,1,19,2,60,1,0,2,1,1,0,7,1,0,1,2020,2,4,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,23,0,70,1,0,2,1,1,0,6,0,0,1,2018,3,29,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,4,8,0,30,1,0,0,0,1,1,5,0,0,0,2018,10,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,5,21,0,60,1,0,1,0,1,0,6,1,0,7,2022,8,13,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,5,14,3,30,1,0,0,0,0,1,7,0,0,8,2020,8,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,3,16,1,40,1,0,0,1,1,0,7,1,0,0,2018,2,15,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,5,1,23,1,50,1,0,1,0,1,0,5,1,0,8,2019,7,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,5,1,23,1,50,1,0,1,0,1,0,5,1,0,8,2019,7,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,5,1,23,1,50,1,0,1,0,1,0,5,1,0,8,2019,7,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,5,1,23,1,50,1,0,1,0,1,0,5,1,0,8,2019,7,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,5,1,23,1,50,1,0,1,0,1,0,5,1,0,8,2019,7,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,4,14,2,40,0,0,0,1,0,0,5,1,0,1,2018,10,12,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,5,22,1,40,1,0,1,1,1,0,4,0,0,2,2019,7,20,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,2,4,1,3,30,0,0,1,1,0,0,6,0,0,5,2019,11,22,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,4,1,3,30,0,0,1,1,0,0,6,0,0,5,2019,11,22,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,2,13,1,30,0,0,0,0,1,1,8,1,0,7,2022,2,9,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,2,13,1,30,0,0,0,0,1,1,8,1,0,7,2022,2,9,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,19,3,30,0,0,1,0,0,0,5,0,1,0,2022,1,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,14,3,30,0,1,0,0,0,0,6,0,0,0,2020,10,7,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,12,2,60,1,0,0,1,1,1,7,0,0,1,2018,1,28,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,2,2,11,2,30,0,0,0,0,0,1,5,0,0,0,2018,3,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,2,11,2,30,0,0,0,0,0,1,5,0,0,0,2018,3,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,1,17,0,30,0,0,0,0,0,1,5,1,0,6,2018,10,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,2,1,17,0,30,0,0,0,0,0,1,5,1,0,6,2018,10,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,7,0,2,30,1,1,1,0,0,1,8,1,0,0,2020,3,8,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,3,8,3,30,0,0,0,0,0,0,3,1,0,8,2019,3,28,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,4,16,2,40,0,0,0,0,0,1,4,0,0,2,2021,2,26,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,9,0,30,1,0,0,1,0,1,5,0,1,8,2020,2,26,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,18,3,30,1,0,1,0,0,0,7,0,1,9,2020,2,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,5,4,1,70,1,0,2,1,1,0,8,0,0,0,2018,3,17,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,3,5,4,1,70,1,0,2,1,1,0,8,0,0,0,2018,3,17,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,3,5,4,1,70,1,0,2,1,1,0,8,0,0,0,2018,3,17,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,2,0,18,2,60,1,0,0,0,1,0,6,1,0,7,2019,9,16,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,0,18,2,60,1,0,0,0,1,0,6,1,0,7,2019,9,16,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,3,9,1,30,1,0,0,0,0,1,6,0,0,6,2018,4,19,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,5,1,30,0,0,2,0,0,0,6,1,0,0,2022,8,12,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,5,22,2,20,1,1,1,0,0,0,3,1,0,0,2019,12,14,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,14,0,30,1,1,0,0,1,0,2,1,1,3,2018,7,9,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,7,10,0,30,0,0,0,1,1,0,7,0,0,1,2018,10,28,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,3,18,0,30,0,0,0,0,0,0,2,1,1,0,2021,6,10,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3,4,4,20,2,30,0,1,0,0,0,1,6,1,0,3,2020,4,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,4,4,20,2,30,0,1,0,0,0,1,6,1,0,3,2020,4,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,4,4,20,2,30,0,1,0,0,0,1,6,1,0,3,2020,4,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,4,4,20,2,30,0,1,0,0,0,1,6,1,0,3,2020,4,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,7,3,30,0,0,0,0,0,0,6,0,0,3,2021,2,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,14,3,30,0,0,0,0,0,0,8,0,1,0,2019,10,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,6,0,30,0,0,1,2,1,1,8,0,0,2,2018,2,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,18,3,30,0,0,0,0,0,0,7,0,1,0,2018,9,27,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,2,5,19,2,40,0,0,0,1,1,1,5,0,0,0,2021,7,10,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,5,19,2,40,0,0,0,1,1,1,5,0,0,0,2021,7,10,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,10,0,30,0,0,0,0,0,1,1,0,0,1,2018,1,27,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,2,3,15,3,30,0,0,0,0,0,0,10,1,1,0,2020,1,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,3,15,3,30,0,0,0,0,0,0,10,1,1,0,2020,1,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,17,3,30,0,0,1,0,0,0,4,1,0,0,2022,12,6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,2,5,17,2,70,0,0,2,2,1,1,7,0,1,8,2018,3,17,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
3,2,5,17,2,70,0,0,2,2,1,1,7,0,1,8,2018,3,17,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,12,2,30,0,0,0,1,0,1,8,0,0,1,2019,11,7,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,9,0,50,0,0,0,0,1,0,7,0,0,8,2018,8,31,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,4,15,3,20,0,0,0,0,0,1,7,0,0,8,2020,3,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,12,3,30,1,0,0,0,0,0,6,0,1,0,2021,8,10,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,1,17,1,30,1,0,0,0,0,0,1,0,0,2,2020,10,6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,0,19,3,40,0,1,1,0,0,1,5,0,0,6,2022,10,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,19,3,40,0,1,1,0,0,1,5,0,0,6,2022,10,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,7,8,3,30,0,1,1,0,0,0,9,0,1,0,2018,1,14,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,2,12,3,30,1,0,0,1,0,1,7,0,0,9,2020,1,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,19,3,40,1,0,0,0,1,1,9,1,1,0,2022,3,20,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,15,0,30,1,1,0,0,0,0,2,1,0,0,2019,3,20,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,3,7,1,30,0,0,2,0,1,1,5,0,0,7,2021,11,11,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,5,17,2,70,1,0,0,1,1,0,5,0,0,0,2020,10,24,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,10,2,40,0,1,0,0,0,0,5,0,1,4,2022,8,30,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,5,6,3,40,1,1,1,1,0,0,6,0,1,0,2019,1,26,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,4,8,3,30,0,1,1,0,0,0,6,1,0,0,2022,5,13,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,5,9,2,30,0,0,0,1,0,0,5,0,0,0,2021,12,11,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,16,2,40,0,0,0,0,1,1,3,1,0,0,2020,8,10,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,3,23,1,60,1,0,2,1,1,0,3,0,0,3,2018,2,8,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,4,10,3,30,1,0,0,1,1,0,5,1,0,9,2020,10,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,7,3,70,0,0,0,0,1,0,8,0,0,9,2019,3,25,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,19,1,70,1,0,0,0,1,1,5,1,1,8,2021,4,10,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,19,1,70,1,0,0,0,1,1,5,1,1,8,2021,4,10,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,5,15,0,30,1,0,0,0,0,0,4,1,0,0,2020,1,4,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,5,15,3,30,0,0,0,0,0,1,5,1,1,0,2022,5,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,3,16,3,30,0,0,0,0,0,0,7,0,1,0,2019,4,18,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,3,16,3,30,0,0,0,0,0,0,7,0,1,0,2019,4,18,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,21,2,40,0,1,1,0,0,0,5,0,0,1,2019,3,18,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,21,2,40,0,1,1,0,0,0,5,0,0,1,2019,3,18,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,16,1,40,0,0,0,0,0,0,5,0,0,0,2020,8,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,5,10,0,70,1,0,0,0,1,0,8,0,0,1,2020,3,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,10,0,70,1,0,0,0,1,0,8,0,0,1,2020,3,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,14,0,30,0,0,0,1,0,0,5,0,0,0,2019,12,16,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,14,0,30,0,0,0,1,0,0,5,0,0,0,2019,12,16,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,1,0,20,2,30,1,0,1,1,0,0,4,1,0,3,2020,12,14,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,2,8,3,30,1,0,0,0,0,0,6,0,0,0,2018,5,9,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,3,18,3,60,1,0,0,0,1,0,7,1,1,8,2019,8,15,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,3,18,3,60,1,0,0,0,1,0,7,1,1,8,2019,8,15,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,2,15,2,30,1,0,0,0,0,1,8,0,1,8,2022,1,12,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,0,3,30,0,0,2,1,0,0,7,0,0,7,2020,6,13,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,14,2,40,0,1,0,0,1,1,7,0,1,0,2019,12,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,4,7,2,30,0,0,1,0,1,1,7,0,1,5,2019,1,18,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,7,16,3,30,1,0,0,0,0,0,5,0,0,7,2021,5,23,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,1,4,19,2,40,0,0,1,1,0,1,3,0,0,3,2018,12,21,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,1,8,2,60,1,0,2,1,1,0,0,0,1,4,2019,11,5,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2,1,2,6,1,30,0,0,0,0,0,0,10,1,0,6,2020,9,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,0,8,3,20,0,0,1,1,0,0,9,0,1,0,2020,12,21,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1,3,16,3,30,1,0,0,0,0,0,5,1,0,4,2019,8,8,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3,1,1,17,0,30,1,0,1,2,0,0,6,0,0,7,2022,1,4,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,12,3,30,1,0,0,0,0,0,10,0,0,6,2019,3,18,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,4,8,3,30,0,0,0,0,0,0,4,1,0,9,2018,4,27,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,7,14,3,20,0,0,0,1,0,0,2,1,1,0,2020,6,7,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,5,21,1,30,0,0,1,1,0,0,8,1,0,2,2020,12,5,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,3,22,1,30,1,0,2,0,1,0,5,1,1,5,2018,8,9,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,0,10,3,40,1,0,0,0,1,0,5,0,1,0,2021,3,15,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,7,2,3,40,0,0,1,0,0,0,5,0,0,8,2018,4,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,7,2,3,40,0,0,1,0,0,0,5,0,0,8,2018,4,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,7,2,3,40,0,0,1,0,0,0,5,0,0,8,2018,4,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,7,2,3,40,0,0,1,0,0,0,5,0,0,8,2018,4,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,7,2,3,40,0,0,1,0,0,0,5,0,0,8,2018,4,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,6,7,2,3,40,0,0,1,0,0,0,5,0,0,8,2018,4,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,1,16,1,30,0,0,1,1,0,0,9,0,0,7,2019,12,24,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,5,13,1,30,1,0,0,0,1,0,4,0,0,7,2022,6,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,3,4,4,2,70,1,0,2,1,1,1,7,0,1,1,2022,11,25,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,4,4,2,70,1,0,2,1,1,1,7,0,1,1,2022,11,25,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,4,4,2,70,1,0,2,1,1,1,7,0,1,1,2022,11,25,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,17,3,30,0,0,0,1,0,0,4,0,1,0,2021,2,9,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,18,2,60,1,0,0,0,1,1,6,0,0,0,2020,7,21,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,2,3,18,3,30,0,0,0,0,0,0,8,0,0,8,2018,6,14,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,3,18,3,30,0,0,0,0,0,0,8,0,0,8,2018,6,14,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,14,2,30,0,0,0,0,0,1,5,0,1,8,2018,7,14,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,14,2,30,0,0,0,0,0,1,5,0,1,8,2018,7,14,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,19,3,30,0,1,1,1,0,0,4,0,1,0,2018,3,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,19,3,30,0,1,1,1,0,0,4,0,1,0,2018,3,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,17,1,60,1,0,0,1,1,0,4,1,1,4,2019,6,13,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,17,0,30,1,1,0,0,0,0,2,0,0,4,2020,9,29,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,4,2,2,60,1,0,1,1,1,0,6,1,0,7,2019,4,12,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,17,0,30,0,0,0,0,1,1,8,0,0,9,2021,8,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,17,0,30,0,0,0,0,1,1,8,0,0,9,2021,8,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,19,3,30,0,0,1,1,0,0,7,0,1,0,2021,9,10,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,2,15,3,30,0,0,0,0,0,1,2,1,1,0,2018,12,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,0,20,0,30,0,0,0,0,0,0,3,1,0,0,2020,7,20,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,4,18,1,30,0,0,0,1,0,0,3,0,0,3,2018,10,5,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,3,9,3,30,1,0,0,0,0,0,4,0,0,3,2020,8,27,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,3,9,3,30,1,0,0,0,0,1,6,1,0,9,2021,4,29,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,1,16,0,60,1,0,0,0,1,1,7,0,0,5,2022,8,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,21,0,40,0,1,1,0,0,0,7,0,0,1,2019,2,17,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,3,5,22,0,60,0,0,2,1,1,1,6,0,0,0,2019,11,30,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,5,22,0,60,0,0,2,1,1,1,6,0,0,0,2019,11,30,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,5,22,0,60,0,0,2,1,1,1,6,0,0,0,2019,11,30,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,1,12,3,30,0,1,0,0,0,1,5,1,1,0,2022,3,22,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2,1,12,3,30,0,1,0,0,0,1,5,1,1,0,2022,3,22,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,0,15,1,30,1,0,0,0,0,0,4,1,0,2,2020,6,8,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,4,16,3,30,0,0,0,1,0,0,5,0,1,0,2021,5,21,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
3,3,3,17,1,40,0,0,1,0,1,0,7,0,0,1,2020,1,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,3,17,1,40,0,0,1,0,1,0,7,0,0,1,2020,1,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,3,3,17,1,40,0,0,1,0,1,0,7,0,0,1,2020,1,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,15,0,30,0,0,0,0,1,0,2,0,0,0,2018,5,23,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,11,1,20,1,0,0,0,0,1,9,0,0,3,2021,12,20,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,3,14,1,30,0,0,0,0,1,0,6,0,0,0,2020,12,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
